149,2,0.919475502
149,3,-0.847359776
149,5,-0.847359776
149,7,-1.730777416
149,9,0.036057863
149,10,0.036057863
149,11,0.036057863
149,12,0.036057863
149,13,0.036057863
149,14,-0.847359776
149,16,0.919475502
149,18,0.036057863
149,20,0.919475502
149,21,0.036057863
969,5,0.919475502
969,14,-0.847359776
969,15,-2.614195055
969,16,-2.614195055
969,21,-1.730777416
589,1,0.036057863
589,2,0.919475502
589,3,0.919475502
589,4,0.036057863
589,5,-0.847359776
589,6,-0.847359776
589,7,-1.730777416
589,8,0.036057863
589,9,0.919475502
589,10,0.919475502
589,11,-0.847359776
589,12,0.919475502
589,13,0.036057863
589,14,0.036057863
589,15,-2.614195055
589,16,-0.847359776
589,17,0.036057863
589,18,0.036057863
589,19,0.919475502
589,20,0.919475502
589,21,0.919475502
202,1,-0.847359776
202,2,-0.847359776
202,3,0.919475502
202,4,-0.847359776
202,5,0.036057863
202,7,0.919475502
202,8,0.919475502
202,11,-0.847359776
202,14,0.036057863
202,15,-2.614195055
202,20,0.036057863
567,2,0.919475502
567,3,-0.847359776
567,5,-0.847359776
567,7,0.919475502
567,8,-0.847359776
567,12,0.919475502
567,15,-2.614195055
567,16,-2.614195055
567,17,-2.614195055
567,19,-2.614195055
567,20,0.919475502
567,21,-1.730777416
382,1,0.036057863
382,2,-0.847359776
382,3,0.919475502
382,4,0.036057863
382,5,0.036057863
382,6,0.036057863
382,7,-0.847359776
382,8,0.036057863
382,11,0.036057863
382,12,-0.847359776
382,13,-0.847359776
382,14,0.036057863
382,15,-2.614195055
382,18,0.036057863
382,19,-0.847359776
382,20,0.919475502
714,1,0.919475502
714,3,0.036057863
714,5,0.919475502
714,6,0.036057863
714,7,-1.730777416
714,13,-0.847359776
714,15,0.919475502
714,16,-2.614195055
714,18,0.919475502
714,21,-0.847359776
168,1,0.919475502
168,3,0.036057863
168,4,-0.847359776
168,5,0.919475502
168,6,0.919475502
168,8,-1.730777416
168,11,-2.614195055
168,13,-0.847359776
168,15,0.919475502
168,16,0.919475502
168,19,-0.847359776
168,20,0.919475502
607,2,0.919475502
607,3,0.919475502
607,5,0.919475502
607,6,-0.847359776
607,7,0.036057863
607,8,0.036057863
607,11,-0.847359776
607,12,0.919475502
607,13,-0.847359776
607,14,0.919475502
607,15,-1.730777416
607,16,0.036057863
607,19,0.036057863
607,20,0.919475502
607,21,0.919475502
550,1,-0.847359776
550,3,0.036057863
550,4,0.036057863
550,5,0.036057863
550,8,0.036057863
550,11,-0.847359776
550,15,0.036057863
550,19,0.036057863
550,20,0.036057863
227,2,0.919475502
227,3,0.036057863
227,7,0.919475502
227,8,0.036057863
227,11,-2.614195055
227,12,0.919475502
227,14,-0.847359776
227,15,-2.614195055
227,20,0.919475502
227,21,0.919475502
200,2,0.919475502
200,3,0.036057863
200,5,0.919475502
200,7,-1.730777416
200,8,-0.847359776
200,10,-0.847359776
200,11,0.036057863
200,12,0.919475502
200,14,-1.730777416
200,15,-2.614195055
200,16,-2.614195055
200,20,0.919475502
200,21,0.919475502
44,1,0.919475502
44,2,0.036057863
44,3,0.919475502
44,4,0.036057863
44,5,0.036057863
44,7,-0.847359776
44,9,0.919475502
44,12,0.036057863
44,20,0.919475502
427,3,0.036057863
427,5,-0.847359776
427,7,-0.847359776
427,8,0.036057863
427,12,0.036057863
427,14,0.036057863
427,15,0.036057863
427,20,0.036057863
427,21,0.919475502
203,5,0.036057863
203,7,0.919475502
203,8,0.919475502
203,15,0.919475502
203,18,0.919475502
203,19,0.919475502
203,21,0.036057863
322,5,0.036057863
322,7,0.036057863
322,8,0.036057863
322,12,0.919475502
322,15,-0.847359776
839,1,0.036057863
839,3,0.919475502
839,5,-0.847359776
839,6,-0.847359776
839,7,-0.847359776
839,8,0.919475502
839,11,0.919475502
839,14,0.919475502
839,16,-0.847359776
40,1,0.919475502
40,3,-0.847359776
40,5,0.919475502
40,7,0.919475502
40,8,-0.847359776
40,12,0.919475502
40,14,0.036057863
40,15,-2.614195055
40,16,0.036057863
40,19,0.036057863
40,20,0.919475502
31,3,-0.847359776
31,5,0.919475502
31,7,0.919475502
31,8,0.919475502
31,15,0.919475502
31,21,0.919475502
912,2,0.919475502
912,3,0.919475502
912,4,-0.847359776
912,5,0.919475502
912,6,0.036057863
912,7,0.036057863
912,8,0.919475502
912,9,0.036057863
912,10,0.036057863
912,11,0.919475502
912,12,0.919475502
912,13,0.919475502
912,14,0.036057863
912,15,-2.614195055
912,16,-2.614195055
912,17,-2.614195055
912,18,-1.730777416
912,19,0.036057863
912,20,-0.847359776
912,21,0.036057863
269,2,-0.847359776
269,3,0.919475502
269,4,0.036057863
269,5,0.919475502
269,7,0.919475502
269,10,0.919475502
269,11,0.919475502
269,13,-0.847359776
269,15,0.036057863
269,16,0.036057863
269,17,-0.847359776
269,20,0.036057863
269,21,0.036057863
777,1,0.036057863
777,2,0.919475502
777,3,0.919475502
777,4,0.919475502
777,7,0.919475502
777,8,0.919475502
777,10,0.036057863
777,11,0.036057863
777,14,0.036057863
777,15,0.036057863
777,16,0.036057863
777,17,0.036057863
777,19,0.919475502
625,1,0.036057863
625,2,0.036057863
625,5,-0.847359776
625,7,0.919475502
625,8,0.036057863
625,13,-0.847359776
625,15,-1.730777416
625,17,-0.847359776
371,2,0.919475502
371,5,0.919475502
371,7,-0.847359776
371,8,0.919475502
371,10,0.036057863
371,13,0.919475502
371,18,0.919475502
371,20,0.919475502
371,21,0.919475502
307,1,0.036057863
307,2,0.919475502
307,7,-0.847359776
307,8,0.036057863
307,9,0.919475502
307,11,-0.847359776
307,12,0.919475502
307,14,0.036057863
307,15,-1.730777416
307,16,0.036057863
307,20,0.919475502
460,1,0.919475502
460,3,0.919475502
460,5,0.919475502
460,7,0.919475502
460,8,0.919475502
460,11,0.036057863
460,14,-0.847359776
460,15,-0.847359776
460,16,0.036057863
460,19,0.036057863
460,21,-0.847359776
922,1,0.919475502
922,3,0.919475502
922,4,-1.730777416
922,5,0.919475502
922,6,0.036057863
922,8,0.036057863
922,11,0.036057863
922,16,-0.847359776
240,1,0.036057863
240,2,0.036057863
240,3,0.919475502
240,5,0.919475502
240,8,0.919475502
240,15,0.919475502
240,16,0.919475502
323,1,-2.614195055
323,3,0.919475502
323,4,-2.614195055
323,5,0.919475502
323,6,-2.614195055
323,7,0.036057863
323,8,-2.614195055
323,10,-0.847359776
323,11,0.036057863
323,12,-2.614195055
323,13,0.919475502
323,14,0.919475502
323,15,-2.614195055
323,16,0.919475502
323,17,-2.614195055
323,18,-1.730777416
323,19,-2.614195055
323,20,0.919475502
323,21,0.919475502
1,1,0.036057863
1,2,0.036057863
1,3,0.919475502
1,5,0.919475502
1,7,-0.847359776
1,11,0.919475502
1,12,0.036057863
1,13,0.919475502
1,15,0.036057863
1,16,0.919475502
1,18,0.919475502
1,19,0.036057863
1,20,0.919475502
1,21,0.919475502
